,assessment_get,assessment_put,assistance_get,assistance_payout,assistance_put,assistance_request,claim_get,claim_payout,claim_put,gave_up_home_search,gave_up_money_search,home_get,home_put,home_search_start,home_search_stop,inspection_get,inspection_put,insurance,latitude,loan_amount,loan_get,loan_put,longitude,money_search_start,money_search_stop,money_to_rebuild,name,permit_get,permit_put,savings,story
10,190.0,32.0,32.0,4912.5,12.0,4912.5,,0.0,,False,False,315.0,285.0,,,12.0,0.0,0.0,46.749345,0.0,,,-124.083753,12.0,32.0,6864.11415861989,JANELLA CATALANO,285.0,190.0,1951.61415861989,"['Janella Catalano lives in a 2 bedroom Mobile Home at None worth $13,100. ', ""Janella Catalano's house was inspected 12 days after the event and suffered $4,912 of damage. "", 'Janella Catalano submitted a request to FEMA 12 days after the event. ', 'Janella Catalano received $4,912 from FEMA 32 days after the event. ', 'It took Janella Catalano 20 days to receive enough financial assistance and now has $6,864 to rebuild. ', 'Janella Catalano received an engineering assessment 190 days after the event. ', 'Janella Catalano received permit approval 285 days after the event. ', ""Janella Catalano's home was repaired 315 days after the event, taking 30 days to repair. ""]"
11,37.0,12.0,,0.0,,0.0,,0.0,,False,False,74.0,72.0,,,12.0,0.0,0.0,46.352123,0.0,,,-124.051495,12.0,,3764.90490018167,BRIANA RIVERS,72.0,37.0,3764.90490018167,"['Briana Rivers lives in a 3 bedroom Single Family Dwelling at None worth $69,000. ', ""Briana Rivers's house was inspected 12 days after the event and suffered $1,380 of damage. "", 'Briana Rivers already had enough money to rebuild (1:,.0f) and did not seek assistance. ', 'Briana Rivers received an engineering assessment 37 days after the event. ', 'Briana Rivers received permit approval 72 days after the event. ', ""Briana Rivers's home was repaired 74 days after the event, taking 2 days to repair. ""]"
12,37.0,12.0,,0.0,,0.0,,0.0,,False,False,74.0,72.0,,,12.0,0.0,0.0,46.475027,0.0,,,-124.055222,12.0,,4589.15520653034,BESSIE GARZA,72.0,37.0,4589.15520653034,"['Bessie Garza lives in a 4 bedroom Single Family Dwelling at None worth $133,500. ', ""Bessie Garza's house was inspected 12 days after the event and suffered $2,670 of damage. "", 'Bessie Garza already had enough money to rebuild (1:,.0f) and did not seek assistance. ', 'Bessie Garza received an engineering assessment 37 days after the event. ', 'Bessie Garza received permit approval 72 days after the event. ', ""Bessie Garza's home was repaired 74 days after the event, taking 2 days to repair. ""]"
13,37.0,12.0,,0.0,,0.0,,0.0,,False,False,74.0,72.0,,,12.0,0.0,0.0,46.448728,0.0,,,-124.050197,12.0,,3219.55668149781,GIOVANNA FARR,72.0,37.0,3219.55668149781,"['Giovanna Farr lives in a 2 bedroom Single Family Dwelling at None worth $46,300. ', ""Giovanna Farr's house was inspected 12 days after the event and suffered $926 of damage. "", 'Giovanna Farr already had enough money to rebuild (1:,.0f) and did not seek assistance. ', 'Giovanna Farr received an engineering assessment 37 days after the event. ', 'Giovanna Farr received permit approval 72 days after the event. ', ""Giovanna Farr's home was repaired 74 days after the event, taking 2 days to repair. ""]"
14,212.0,32.0,32.0,24487.5,12.0,24487.5,,0.0,,False,False,347.0,317.0,,,12.0,0.0,0.0,46.439486,0.0,,,-124.051712,12.0,32.0,28189.47040866071,ALYSON MCKNIGHT,317.0,212.0,3701.97040866071,"['Alyson Mcknight lives in a 4 bedroom Mobile Home at None worth $65,300. ', ""Alyson Mcknight's house was inspected 12 days after the event and suffered $24,488 of damage. "", 'Alyson Mcknight submitted a request to FEMA 12 days after the event. ', 'Alyson Mcknight received $24,488 from FEMA 32 days after the event. ', 'It took Alyson Mcknight 20 days to receive enough financial assistance and now has $28,189 to rebuild. ', 'Alyson Mcknight received an engineering assessment 212 days after the event. ', 'Alyson Mcknight received permit approval 317 days after the event. ', ""Alyson Mcknight's home was repaired 347 days after the event, taking 30 days to repair. ""]"
15,212.0,32.0,32.0,8137.5,12.0,8137.5,,0.0,,False,False,347.0,317.0,,,12.0,0.0,0.0,46.471125,0.0,,,-124.037136,12.0,32.0,10502.359715225659,ARDELL BEAUCHAMP,317.0,212.0,2364.85971522566,"['Ardell Beauchamp lives in a 4 bedroom Mobile Home at None worth $21,700. ', ""Ardell Beauchamp's house was inspected 12 days after the event and suffered $8,138 of damage. "", 'Ardell Beauchamp submitted a request to FEMA 12 days after the event. ', 'Ardell Beauchamp received $8,138 from FEMA 32 days after the event. ', 'It took Ardell Beauchamp 20 days to receive enough financial assistance and now has $10,502 to rebuild. ', 'Ardell Beauchamp received an engineering assessment 212 days after the event. ', 'Ardell Beauchamp received permit approval 317 days after the event. ', ""Ardell Beauchamp's home was repaired 347 days after the event, taking 30 days to repair. ""]"
16,212.0,32.0,32.0,17625.0,12.0,17625.0,,0.0,,False,False,347.0,317.0,,,12.0,0.0,0.0,46.494635,0.0,,,-124.043419,12.0,32.0,20871.323546293672,MIRIAN WILHELM,317.0,212.0,3246.32354629367,"['Mirian Wilhelm lives in a 2 bedroom Mobile Home at None worth $47,000. ', ""Mirian Wilhelm's house was inspected 12 days after the event and suffered $17,625 of damage. "", 'Mirian Wilhelm submitted a request to FEMA 12 days after the event. ', 'Mirian Wilhelm received $17,625 from FEMA 32 days after the event. ', 'It took Mirian Wilhelm 20 days to receive enough financial assistance and now has $20,871 to rebuild. ', 'Mirian Wilhelm received an engineering assessment 212 days after the event. ', 'Mirian Wilhelm received permit approval 317 days after the event. ', ""Mirian Wilhelm's home was repaired 347 days after the event, taking 30 days to repair. ""]"
17,37.0,12.0,,0.0,,0.0,,0.0,,False,False,74.0,72.0,,,12.0,0.0,0.0,46.447052,0.0,,,-124.050572,12.0,,2410.79296081076,GAYLENE BOLAND,72.0,37.0,2410.79296081076,"['Gaylene Boland lives in a 4 bedroom Single Family Dwelling at None worth $22,900. ', ""Gaylene Boland's house was inspected 12 days after the event and suffered $458 of damage. "", 'Gaylene Boland already had enough money to rebuild (1:,.0f) and did not seek assistance. ', 'Gaylene Boland received an engineering assessment 37 days after the event. ', 'Gaylene Boland received permit approval 72 days after the event. ', ""Gaylene Boland's home was repaired 74 days after the event, taking 2 days to repair. ""]"
18,162.0,27.0,,0.0,,0.0,27.0,4142.0,12.0,False,False,249.0,247.0,,,12.0,0.0,207100.0,46.374159,0.0,,,-124.058402,12.0,27.0,9184.34187897085,TAMMY RICHARDSON,247.0,162.0,5042.34187897085,"['Tammy Richardson lives in a 5 bedroom Mobile Home at None worth $207,100. ', ""Tammy Richardson's house was inspected 12 days after the event and suffered $4,142 of damage. "", 'Tammy Richardson submitted an insurance claim 12 days after the event. ', 'Tammy Richardson received a $4,142 insurance payout 27 days after the event. ', 'It took Tammy Richardson 15 days to receive enough financial assistance and now has $9,184 to rebuild. ', 'Tammy Richardson received an engineering assessment 162 days after the event. ', 'Tammy Richardson received permit approval 247 days after the event. ', ""Tammy Richardson's home was repaired 249 days after the event, taking 2 days to repair. ""]"
19,212.0,32.0,32.0,21225.0,12.0,21225.0,,0.0,,False,False,347.0,317.0,,,12.0,0.0,0.0,46.537715,0.0,,,-124.031734,12.0,32.0,24736.12318743936,DAMARIS TANG,317.0,212.0,3511.12318743936,"['Damaris Tang lives in a 4 bedroom Mobile Home at None worth $56,600. ', ""Damaris Tang's house was inspected 12 days after the event and suffered $21,225 of damage. "", 'Damaris Tang submitted a request to FEMA 12 days after the event. ', 'Damaris Tang received $21,225 from FEMA 32 days after the event. ', 'It took Damaris Tang 20 days to receive enough financial assistance and now has $24,736 to rebuild. ', 'Damaris Tang received an engineering assessment 212 days after the event. ', 'Damaris Tang received permit approval 317 days after the event. ', ""Damaris Tang's home was repaired 347 days after the event, taking 30 days to repair. ""]"
20,212.0,32.0,32.0,16950.0,12.0,16950.0,,0.0,,False,False,347.0,317.0,,,12.0,0.0,0.0,46.791666,0.0,,,-124.089048,12.0,32.0,20139.49451481376,TANESHA FITCH,317.0,212.0,3189.49451481376,"['Tanesha Fitch lives in a 5 bedroom Mobile Home at None worth $45,200. ', ""Tanesha Fitch's house was inspected 12 days after the event and suffered $16,950 of damage. "", 'Tanesha Fitch submitted a request to FEMA 12 days after the event. ', 'Tanesha Fitch received $16,950 from FEMA 32 days after the event. ', 'It took Tanesha Fitch 20 days to receive enough financial assistance and now has $20,139 to rebuild. ', 'Tanesha Fitch received an engineering assessment 212 days after the event. ', 'Tanesha Fitch received permit approval 317 days after the event. ', ""Tanesha Fitch's home was repaired 347 days after the event, taking 30 days to repair. ""]"
21,37.0,12.0,,0.0,,0.0,,0.0,,False,False,74.0,72.0,,,12.0,0.0,0.0,46.750519,0.0,,,-124.085016,12.0,,2453.49263334348,MAYBELL PONDER,72.0,37.0,2453.49263334348,"['Maybell Ponder lives in a 4 bedroom Single Family Dwelling at None worth $24,000. ', ""Maybell Ponder's house was inspected 12 days after the event and suffered $480 of damage. "", 'Maybell Ponder already had enough money to rebuild (1:,.0f) and did not seek assistance. ', 'Maybell Ponder received an engineering assessment 37 days after the event. ', 'Maybell Ponder received permit approval 72 days after the event. ', ""Maybell Ponder's home was repaired 74 days after the event, taking 2 days to repair. ""]"
22,37.0,12.0,,0.0,,0.0,,0.0,,False,False,74.0,72.0,,,12.0,0.0,0.0,46.352205,0.0,,,-124.052136,12.0,,2914.28834451399,MADALYN CORNETT,72.0,37.0,2914.28834451399,"['Madalyn Cornett lives in a 5 bedroom Single Family Dwelling at None worth $37,500. ', ""Madalyn Cornett's house was inspected 12 days after the event and suffered $750 of damage. "", 'Madalyn Cornett already had enough money to rebuild (1:,.0f) and did not seek assistance. ', 'Madalyn Cornett received an engineering assessment 37 days after the event. ', 'Madalyn Cornett received permit approval 72 days after the event. ', ""Madalyn Cornett's home was repaired 74 days after the event, taking 2 days to repair. ""]"
23,212.0,32.0,32.0,12487.5,12.0,12487.5,,0.0,,False,False,347.0,317.0,,,12.0,0.0,0.0,46.465654,0.0,,,-124.047584,12.0,32.0,15254.75778982888,ANJANETTE LOMBARDI,317.0,212.0,2767.25778982888,"['Anjanette Lombardi lives in a 2 bedroom Mobile Home at None worth $33,300. ', ""Anjanette Lombardi's house was inspected 12 days after the event and suffered $12,488 of damage. "", 'Anjanette Lombardi submitted a request to FEMA 12 days after the event. ', 'Anjanette Lombardi received $12,488 from FEMA 32 days after the event. ', 'It took Anjanette Lombardi 20 days to receive enough financial assistance and now has $15,255 to rebuild. ', 'Anjanette Lombardi received an engineering assessment 212 days after the event. ', 'Anjanette Lombardi received permit approval 317 days after the event. ', ""Anjanette Lombardi's home was repaired 347 days after the event, taking 30 days to repair. ""]"
24,212.0,32.0,32.0,49237.5,12.0,49237.5,,0.0,,False,False,347.0,317.0,,,12.0,0.0,0.0,46.527267,0.0,,,-124.052829,12.0,32.0,53795.82531199303,CONSTANCE MORRISON,317.0,212.0,4558.32531199303,"['Constance Morrison lives in a 5 bedroom Mobile Home at None worth $131,300. ', ""Constance Morrison's house was inspected 12 days after the event and suffered $49,238 of damage. "", 'Constance Morrison submitted a request to FEMA 12 days after the event. ', 'Constance Morrison received $49,238 from FEMA 32 days after the event. ', 'It took Constance Morrison 20 days to receive enough financial assistance and now has $53,796 to rebuild. ', 'Constance Morrison received an engineering assessment 212 days after the event. ', 'Constance Morrison received permit approval 317 days after the event. ', ""Constance Morrison's home was repaired 347 days after the event, taking 30 days to repair. ""]"
25,37.0,12.0,,0.0,,0.0,,0.0,,False,False,74.0,72.0,,,12.0,0.0,0.0,46.494484,0.0,,,-124.034175,12.0,,4206.62427783119,MERCEDES HINES,72.0,37.0,4206.62427783119,"['Mercedes Hines lives in a 5 bedroom Single Family Dwelling at None worth $97,500. ', ""Mercedes Hines's house was inspected 12 days after the event and suffered $1,950 of damage. "", 'Mercedes Hines already had enough money to rebuild (1:,.0f) and did not seek assistance. ', 'Mercedes Hines received an engineering assessment 37 days after the event. ', 'Mercedes Hines received permit approval 72 days after the event. ', ""Mercedes Hines's home was repaired 74 days after the event, taking 2 days to repair. ""]"
26,37.0,12.0,,0.0,,0.0,,0.0,,False,False,74.0,72.0,,,12.0,0.0,0.0,46.448048,0.0,,,-124.048195,12.0,,2712.24134203093,CAMMIE EPSTEIN,72.0,37.0,2712.24134203093,"['Cammie Epstein lives in a 2 bedroom Single Family Dwelling at None worth $31,800. ', ""Cammie Epstein's house was inspected 12 days after the event and suffered $636 of damage. "", 'Cammie Epstein already had enough money to rebuild (1:,.0f) and did not seek assistance. ', 'Cammie Epstein received an engineering assessment 37 days after the event. ', 'Cammie Epstein received permit approval 72 days after the event. ', ""Cammie Epstein's home was repaired 74 days after the event, taking 2 days to repair. ""]"
27,37.0,12.0,,0.0,,0.0,,0.0,,False,False,74.0,72.0,,,12.0,0.0,0.0,46.454413,0.0,,,-124.032377,12.0,,4496.82010612685,CHRISTY WELCH,72.0,37.0,4496.82010612685,"['Christy Welch lives in a 3 bedroom Single Family Dwelling at None worth $123,600. ', ""Christy Welch's house was inspected 12 days after the event and suffered $2,472 of damage. "", 'Christy Welch already had enough money to rebuild (1:,.0f) and did not seek assistance. ', 'Christy Welch received an engineering assessment 37 days after the event. ', 'Christy Welch received permit approval 72 days after the event. ', ""Christy Welch's home was repaired 74 days after the event, taking 2 days to repair. ""]"
28,212.0,32.0,32.0,27450.0,12.0,27450.0,,0.0,,False,False,347.0,317.0,,,12.0,0.0,0.0,46.465408,0.0,,,-124.038956,12.0,32.0,31300.44936487822,MALINDA HICKMAN,317.0,212.0,3850.44936487822,"['Malinda Hickman lives in a 5 bedroom Mobile Home at None worth $73,200. ', ""Malinda Hickman's house was inspected 12 days after the event and suffered $27,450 of damage. "", 'Malinda Hickman submitted a request to FEMA 12 days after the event. ', 'Malinda Hickman received $27,450 from FEMA 32 days after the event. ', 'It took Malinda Hickman 20 days to receive enough financial assistance and now has $31,300 to rebuild. ', 'Malinda Hickman received an engineering assessment 212 days after the event. ', 'Malinda Hickman received permit approval 317 days after the event. ', ""Malinda Hickman's home was repaired 347 days after the event, taking 30 days to repair. ""]"
29,37.0,12.0,,0.0,,0.0,,0.0,,False,False,74.0,72.0,,,12.0,0.0,0.0,46.44686,0.0,,,-124.049518,12.0,,2942.74454199642,VINCENZA SEPULVEDA,72.0,37.0,2942.74454199642,"['Vincenza Sepulveda lives in a 3 bedroom Single Family Dwelling at None worth $38,500. ', ""Vincenza Sepulveda's house was inspected 12 days after the event and suffered $770 of damage. "", 'Vincenza Sepulveda already had enough money to rebuild (1:,.0f) and did not seek assistance. ', 'Vincenza Sepulveda received an engineering assessment 37 days after the event. ', 'Vincenza Sepulveda received permit approval 72 days after the event. ', ""Vincenza Sepulveda's home was repaired 74 days after the event, taking 2 days to repair. ""]"
30,37.0,12.0,,0.0,,0.0,,0.0,,False,False,74.0,72.0,,,12.0,0.0,0.0,46.346289,0.0,,,-124.051341,12.0,,2849.84715341704,JESENIA CHESTER,72.0,37.0,2849.84715341704,"['Jesenia Chester lives in a 5 bedroom Single Family Dwelling at None worth $35,600. ', ""Jesenia Chester's house was inspected 12 days after the event and suffered $712 of damage. "", 'Jesenia Chester already had enough money to rebuild (1:,.0f) and did not seek assistance. ', 'Jesenia Chester received an engineering assessment 37 days after the event. ', 'Jesenia Chester received permit approval 72 days after the event. ', ""Jesenia Chester's home was repaired 74 days after the event, taking 2 days to repair. ""]"
31,162.0,27.0,,0.0,,0.0,27.0,7126.0,12.0,False,False,249.0,247.0,,,12.0,0.0,356300.0,46.370739,0.0,,,-124.056022,12.0,27.0,12875.37426740081,KAREN ANDERSON,247.0,162.0,5749.37426740081,"['Karen Anderson lives in a 4 bedroom Mobile Home at None worth $356,300. ', ""Karen Anderson's house was inspected 12 days after the event and suffered $7,126 of damage. "", 'Karen Anderson submitted an insurance claim 12 days after the event. ', 'Karen Anderson received a $7,126 insurance payout 27 days after the event. ', 'It took Karen Anderson 15 days to receive enough financial assistance and now has $12,875 to rebuild. ', 'Karen Anderson received an engineering assessment 162 days after the event. ', 'Karen Anderson received permit approval 247 days after the event. ', ""Karen Anderson's home was repaired 249 days after the event, taking 2 days to repair. ""]"
32,212.0,32.0,32.0,8480.0,12.0,8480.0,,0.0,,False,False,327.0,317.0,,,12.0,0.0,0.0,46.523435,0.0,,,-123.880413,12.0,32.0,12520.600073393649,TAMIKA KIRBY,317.0,212.0,4040.60007339365,"['Tamika Kirby lives in a 2 bedroom Mobile Home at None worth $84,800. ', ""Tamika Kirby's house was inspected 12 days after the event and suffered $8,480 of damage. "", 'Tamika Kirby submitted a request to FEMA 12 days after the event. ', 'Tamika Kirby received $8,480 from FEMA 32 days after the event. ', 'It took Tamika Kirby 20 days to receive enough financial assistance and now has $12,521 to rebuild. ', 'Tamika Kirby received an engineering assessment 212 days after the event. ', 'Tamika Kirby received permit approval 317 days after the event. ', ""Tamika Kirby's home was repaired 327 days after the event, taking 10 days to repair. ""]"
33,37.0,12.0,,0.0,,0.0,,0.0,,False,False,74.0,72.0,,,12.0,0.0,0.0,46.465181,0.0,,,-124.054808,12.0,,4476.54094048383,NAOMI NEWMAN,72.0,37.0,4476.54094048383,"['Naomi Newman lives in a 3 bedroom Single Family Dwelling at None worth $121,400. ', ""Naomi Newman's house was inspected 12 days after the event and suffered $2,428 of damage. "", 'Naomi Newman already had enough money to rebuild (1:,.0f) and did not seek assistance. ', 'Naomi Newman received an engineering assessment 37 days after the event. ', 'Naomi Newman received permit approval 72 days after the event. ', ""Naomi Newman's home was repaired 74 days after the event, taking 2 days to repair. ""]"
34,212.0,32.0,32.0,15937.5,12.0,15937.5,,0.0,,False,False,347.0,317.0,,,12.0,0.0,0.0,46.445034,0.0,,,-124.053184,12.0,32.0,19033.91803022402,JACALYN YOUNGBLOOD,317.0,212.0,3096.41803022402,"['Jacalyn Youngblood lives in a 4 bedroom Mobile Home at None worth $42,500. ', ""Jacalyn Youngblood's house was inspected 12 days after the event and suffered $15,938 of damage. "", 'Jacalyn Youngblood submitted a request to FEMA 12 days after the event. ', 'Jacalyn Youngblood received $15,938 from FEMA 32 days after the event. ', 'It took Jacalyn Youngblood 20 days to receive enough financial assistance and now has $19,034 to rebuild. ', 'Jacalyn Youngblood received an engineering assessment 212 days after the event. ', 'Jacalyn Youngblood received permit approval 317 days after the event. ', ""Jacalyn Youngblood's home was repaired 347 days after the event, taking 30 days to repair. ""]"
35,212.0,32.0,32.0,16800.0,12.0,16800.0,,0.0,,False,False,347.0,317.0,,,12.0,0.0,0.0,46.547757,0.0,,,-124.057332,12.0,32.0,19976.67098316578,LEATHA BREWSTER,317.0,212.0,3176.67098316578,"['Leatha Brewster lives in a 5 bedroom Mobile Home at None worth $44,800. ', ""Leatha Brewster's house was inspected 12 days after the event and suffered $16,800 of damage. "", 'Leatha Brewster submitted a request to FEMA 12 days after the event. ', 'Leatha Brewster received $16,800 from FEMA 32 days after the event. ', 'It took Leatha Brewster 20 days to receive enough financial assistance and now has $19,977 to rebuild. ', 'Leatha Brewster received an engineering assessment 212 days after the event. ', 'Leatha Brewster received permit approval 317 days after the event. ', ""Leatha Brewster's home was repaired 347 days after the event, taking 30 days to repair. ""]"
36,212.0,32.0,32.0,43387.5,12.0,43387.5,,0.0,,False,False,347.0,317.0,,,12.0,0.0,0.0,46.458182,0.0,,,-124.038077,12.0,32.0,47822.54921225587,ERIKA WADE,317.0,212.0,4435.04921225587,"['Erika Wade lives in a 2 bedroom Mobile Home at None worth $115,700. ', ""Erika Wade's house was inspected 12 days after the event and suffered $43,388 of damage. "", 'Erika Wade submitted a request to FEMA 12 days after the event. ', 'Erika Wade received $43,388 from FEMA 32 days after the event. ', 'It took Erika Wade 20 days to receive enough financial assistance and now has $47,823 to rebuild. ', 'Erika Wade received an engineering assessment 212 days after the event. ', 'Erika Wade received permit approval 317 days after the event. ', ""Erika Wade's home was repaired 347 days after the event, taking 30 days to repair. ""]"
